text,label
"It's very nice to use and simple to understand. As a Healthcare major, I really don't like the numbers you use for heart rate. For general heart rate, don't put average resting range 66-82; it should be 60-100 as an acceptable rate . Before excerise shouldn't have the same numbers as resting because your heart actually pumps harder to prepare you for excerise. Just got a new update on my phone, which changed the manual entree for treadmill (and probably others). I can only input hours and minutes, seconds isn't an option anymore. I like having seconds to know if I'm improving, even it's just a little bit.. Please change these issues for a better rating! Update: Thank you for responding! One other thing that could make things easier. For treadmill, if I track it with a time, I can't enter my distance at the end yet when I enter manually I can enter my distance & time. Yet tracking gives me the voice during my run",Usability
"It's very nice to use and simple to understand. As a Healthcare major, I really don't like the numbers you use for heart rate. For general heart rate, don't put average resting range 66-82; it should be 60-100 as an acceptable rate . Before excerise shouldn't have the same numbers as resting because your heart actually pumps harder to prepare you for excerise. Just got a new update on my phone, which changed the manual entree for treadmill (and probably others). I can only input hours and minutes, seconds isn't an option anymore. I like having seconds to know if I'm improving, even it's just a little bit.. Please change these issues for a better rating! Update: Thank you for responding! One other thing that could make things easier. For treadmill, if I track it with a time, I can't enter my distance at the end yet when I enter manually I can enter my distance & time. Yet tracking gives me the voice during my run",Usability
Stop developing apps. Your BP measure is absurd. Please mention it's a stupid prank app,Performance
"My app can't open all I get is can't run because of the Samsung security policy , I need help",Security
Tracks probably 50% of the steps I actually take. It will have one step value and then 5 minutes later it will have gone down? Even though I was walking the whole time. Very frustrating.,Usability
"-1 start : Blood pressure graphics is very bad, difficult tu read. Rework need! And adding measurement is annoying by number already present !!!",Usability
"-1 start : Blood pressure graphics is very bad, difficult tu read. Rework need! And adding measurement is annoying by number already present !!!",Usability
The last update made that I can't start a workout from my Sonywatch 3. I can't leave my phone at home when going for a run anymore. Bad.,Usability
"not that it does not work but I don't use it and it takes up space that I want to use for something else, even though I can't take it off my phone.",Performance
"After all this is a prank app developed to check BP, heart rate etc. Then why do you require all our phone information to install it?",Security
Updated the app and it just hangs when I start it up. I can't do anything with it.,Performance
Stopped synching with my scale months ago,Performance
I love The app but I don't have the discover and the expert in my app I don't why. So I want an explanation please to make me understand. Thank you,Usability
It is incompatible with out heart rate meater,Usability
Wish i could disable or remove it,Performance
"Bunch Of weapons you all are Of course it's not going to read your BP precisely, if you thought it was going to I suggest you get your brains checked asap. Go back to school you dorks",Performance
"New app looks better, works even worse. Disappointed.",Usability
"New app looks better, works even worse. Disappointed.",Performance
Would be perfect with real speed (km/h) instead of this dumb pace thing. ?,Usability
Some great features and easy to use,Performance
Keeps pooping up :p,Usability
I do not use it. I would like to uninstall but it is not as simple as when I installed it. Why is it more difficult to uninstall?,Usability
I do not use it. I would like to uninstall but it is not as simple as when I installed it. Why is it more difficult to uninstall?,Usability
"It doesn't count the calories you burn, as the older version did",Usability
"It doesn't count the calories you burn, as the older version did",Usability
My phone doesn't automatically register when I am bicycling around town,Performance
"The program is easy to use and has helped me lose weight. However, calories aren't counted for meals or snacks outside of a rigid and ridiculous time schedule. Took me awhile to figure out I had to make lunch before 1:00, dinner before 6:30, and any evening snack had to be set before 7:00",Usability
Great. But would be better if they could add HIIT to the excercise items,Security
Not tracking,Usability
"Good with few fixable buts Just think you'll want to know and improve one annoying problem with this app: if I don't visit the app by the end of the day, all the steps despite reflecting on my Great Watch and even in the trends on this app, do not reflect in together. It's a massive let down. Suddenly, my less active friend is 8k steps plus ahead of me when I know that's not the case. Either fix it or remove Together - it's pointless.",Performance
"I don't use this alot but I do find it interesting to check the stats every couple of weeks to see how I've been spending my time. I will use it more after I purchase a compatible heartrate monitor/sleep tracker. Thanks Sony, it's a good app.",Usability
"Can't set my personal details, height, weight etc. Even though it says it linked to Strava rides aren't being displayed.",Usability
"Can't set my personal details, height, weight etc. Even though it says it linked to Strava rides aren't being displayed.",Usability
Seriously?! No ability to share my activity on social media? If there is I can't see it anywhere so either way it's very poor,Usability
Seriously?! No ability to share my activity on social media? If there is I can't see it anywhere so either way it's very poor,Usability
"Good overall app for tracking your fitness... But, a very confusing UI... Not user-friendly at all... Tries to provide to much info and features, making it cluttered and not suitable for doing something properly...",Usability
"Good overall app for tracking your fitness... But, a very confusing UI... Not user-friendly at all... Tries to provide to much info and features, making it cluttered and not suitable for doing something properly...",Usability
"Good overall app for tracking your fitness... But, a very confusing UI... Not user-friendly at all... Tries to provide to much info and features, making it cluttered and not suitable for doing something properly...",Usability
"love it;) it helped me to get a healthy feel for nutrition again. I went from 4000 kcal a day easely to 1900 kcal a day, and lost the respective weight as well without spending any money ;)",Usability
The max speed and max pace are so incorrect it's laughable.,Performance
I cannot figure out how to get my Smart Body Analyzer information to sync to S Health even though it is mentioned as &quot;possibility&quot; in recent updates. What does that mean? Can it sync or not?,Usability
The daily tracking goals are cool but unless I manually open the app each day it's hit or miss if it starts tracking on its own.,Usability
The daily tracking goals are cool but unless I manually open the app each day it's hit or miss if it starts tracking on its own.,Usability
"Must be one of the least intuitive apps in the store. Hard to update any value, measurements don't come through. Can't believe I just paid 120 pounds for this.",Performance
"Why do you wish to pry into my contact list, camera phone usage? This is a blatant invasion of privacy.",Security
"Why do you wish to pry into my contact list, camera phone usage? This is a blatant invasion of privacy.",Security
Uninstalled the app as I dont have the ability to disable the irritating health messages notifications,Performance
"MY LG G3 REFUSES TO UNINSTALL THIS APP, I STARTED TO BELIEVE LG WANTS TO FOLLOW ME HIDDENLY BY KEEPING THIS APP BY FORCE",Performance
"It's working ok... I have a gear fit pro 2, and floor data is very incorrect. I just walked 3 Hills that on my Fitbit gave me 10 floors, on gear fit, none.",Performance
Thanks for fixing the vertical axis bug!,Usability
Great app,Usability
Great app,Usability
The running portion doesn't properly track you at all,Performance
Why there is no heart rate measurement when I download it?,Usability
If an invalid entry have been performed it is not possible to remove it or correct it,Usability
Not able to connect.,Usability
My Samsung Health is not working due to new security policy.,Security
My Samsung Health is not working due to new security policy.,Security
My Samsung Health is not working due to new security policy.,Security
Awful new design. please adhere to google material design guidelines. This looks like a iPhone port. It disturbs my Android phone experience.,Usability
Awful new design. please adhere to google material design guidelines. This looks like a iPhone port. It disturbs my Android phone experience.,Usability
Drains battery,Performance
Drains battery,Performance
Drains battery,Performance
Drains battery,Performance
Drains battery,Usability
Drains battery,Usability
Drains battery,Performance
Drains battery,Performance
"Bug, didn't record my running. Distance, steps and everything incorrectly..",Usability
Cool app,Security
Just wrnt for a 2 mile run. The app tracked it at 5.5 miles. Other times it won't track at all or will minus my distance. Not very accurate.,Performance
When I weigh myself sometimes the scale syncs with my phone and other times it does not. It's very annoying to have to resync my scale to my phone so often to make it work. I thought this was supposed to be easy? At least it finally connected to myfitnesspal.... Android user.,Usability
As long it won't keep burned calorie history it's just useless... Keeping log of your steps is not interesting for everyone while burned calories log is.,Usability
With the new update where are the steps and miles you walked? Uninstalled.,Performance
With the new update where are the steps and miles you walked? Uninstalled.,Usability
With the new update where are the steps and miles you walked? Uninstalled.,Usability
"Do not want this, stop forcing it. Like a damn virus, can't get rid of it",Security
"Do not want this, stop forcing it. Like a damn virus, can't get rid of it",Usability
You don't need my contacts or my location. Stop asking.,Security
You don't need my contacts or my location. Stop asking.,Security
Counts steps but no time or distance for three days now,Performance
Counts steps but no time or distance for three days now,Performance
Probably less clear then before. Seems a little more performant though.,Usability
Probably less clear then before. Seems a little more performant though.,Usability
Probably less clear then before. Seems a little more performant though.,Usability
"Tried it July 2015, and again Sept 2016... and it's still junk!",Security
This app is not working in my mob Plz check it .give me solution to start this app.,Usability
The app doesn't track the work out and steps correctly. It's very far off. My Samsung app tracks every single step I take but google fit doesn't. There are very little function. It allows you to enter the length of work out but you have to enter the calories burned yourself. That's stupid.,Usability
Simplest automated tracking app. Upgraded to a HTC from a Galaxy but could not find a suitable substitute that was as simple to use.,Usability
Home screen need improvement. Activity tracking disabled info annoying. No activity graph on home screen.,Usability
Home screen need improvement. Activity tracking disabled info annoying. No activity graph on home screen.,Usability
Home screen need improvement. Activity tracking disabled info annoying. No activity graph on home screen.,Usability
Home screen need improvement. Activity tracking disabled info annoying. No activity graph on home screen.,Usability
Home screen need improvement. Activity tracking disabled info annoying. No activity graph on home screen.,Performance
"forced apps are nothing but bloatware draining memory, battery and resources",Performance
Last update is a battery drain. Keeps my device awake all the time. Uninstalled. Update: Installed again latest version. Same battery drain issue.,Performance
Last update is a battery drain. Keeps my device awake all the time. Uninstalled. Update: Installed again latest version. Same battery drain issue.,Performance
"Good app, but huge battery drain. Also don't autodetect workout - walking.",Performance
More difficult to get to other metrics,Usability
More difficult to get to other metrics,Usability
Needs better integration with Google fit.,Performance
Crashed every single time through the set up process,Performance
It is not very accurate when counting your steps some days it only starts counting my steps at about 3 in the after noon,Performance
Straightforward simple exercises. The voice guide is a bit tinny but non intrusive.,Usability
Stopped working today. On opening just get a white screen. Have rebooted but no better.,Performance
Still needs support for automatic heart rate checks. Also graph scaling is too aggressive and makes them almost unreadable.,Usability
The application never has the same steps listed as my S-Health. Updating is painfully slow and lags. Same with integration to Google Fit.,Usability
It stopped working and I cannot get it to restart so I'm uninstalling it.,Usability
Doesn't show steps recorded on devices between iOS and android. Pretty annoying as both sync to the same service.,Usability
"As others have said, roll back the latest update until you fix the running in the background issue. EDIT. The new update makes the notification step counter optional. Much better!!",Performance
It has a right steps,Usability
"It would not track my activity correctly, even though activity detection was always on. Some days it would record, other days it would only intermittently record movement. I'm very disappointed as it worked fine the first few months I had it (same device).",Performance
Doesn't sync to Google Fit,Performance
"Great amazing app, just hate updates when they changes things around.",Usability
"Great amazing app, just hate updates when they changes things around.",Usability
"Great amazing app, just hate updates when they changes things around.",Usability
"Great amazing app, just hate updates when they changes things around.",Usability
Like most of the app but the global challenges suck ... mostly because of people cheating and hacking their phones to look like they took over a 300k steps in the first day and over 1 million in the first week. The other challenges aren't great for the average user because it's to hard to add friends to your profile.,Security
Great,Usability
Keep asking about enabling High accuracy mode every time I get into the app,Security
Keep asking about enabling High accuracy mode every time I get into the app,Usability
Remove weekly notification,Usability
Detailed information available before is gone leaving me with no way to easily access my daily info,Usability
Detailed information available before is gone leaving me with no way to easily access my daily info,Usability
"Step counter stopped working June 8/9th. Loved the app until then, but staying at 1 star until step counter is fixed.",Usability
Why cant I get rid of this useless bloat... Should at least be able to disable it but nope your stuck with it even if you use a MUCH better program to do the same thing,Usability
"Once the day is past,the app does store number of step taken yesterday. That is not good. They keep track yesterday yours but not steps.",Usability
The app doesn't always recognize the type of activity so I edit it to make the existing activity shorter and then add new activity (Add Activity). The problem is that the newly created activity is either not visible in the time line at all or it is visible with wrong length (usually &lt;1min). This is a big problem as that influence the day goal a lot. Really thinking to switch to another app now as this app behaviour is unacceptable.,Performance
Synchronisation sometimes takes a minute too long. But overall a good app,Performance
Every since the latest update the app has stopped tracking my steps.,Usability
"Generally like the functions, however the social function &quot;Together&quot; does not work - you are unable to register. Many complain about this on Samsung's forums, but no solution or response from the company.",Performance
I will give five 5 star because I like it but I didn't use it and I don't know how it will work,Usability
I will give five 5 star because I like it but I didn't use it and I don't know how it will work,Usability
I will give five 5 star because I like it but I didn't use it and I don't know how it will work,Usability
I will give five 5 star because I like it but I didn't use it and I don't know how it will work,Usability
Lost all my past data after the update? That kinda sucks...the whole point of this is to have long standing legacy data...what gives..,Usability
Device not rooted but when I open app it says it is and app won't work?,Usability
Device not rooted but when I open app it says it is and app won't work?,Performance
A widgit that reminds of you of calorie balance on the front screen would be nice the app has definitely improved for me,Usability
Please have a bit of respect to customers and don't spam our devices with ads.,Usability
Please have a bit of respect to customers and don't spam our devices with ads.,Usability
I liked the app. Especially the baby steps to 5k. That is until day 40+ it won't take any information thatI manually input. It's actually a little bit discouraging.,Performance
"5* for the tracking even when there's no data connection ,works properly except for the goals options , been using for months & pretty happy.",Usability
Won't connect to watch,Performance
Won't connect to watch,Performance
Won't connect to watch,Performance
"It reset all of my custom goals, and it keeps reseting them.",Usability
It won't sync with myfitnesspal anymore. Kinda makes that part useless. Also won't sync weight with myfitnesspal which it says it will.,Usability
Where is the ability to add height measurements?,Usability
Where is the ability to add height measurements?,Usability
Where is the ability to add height measurements?,Usability
"New graphics are ugly, sorry.",Usability
"New graphics are ugly, sorry.",Usability
"new goals are good but I should be able to set &quot;spend X hours by activity per day/week/month. also, what's with the few and weird colors?",Usability
"Was working great then my phone updated, now it doesn't work. Not happy. Its not counting steps anymore.",Usability
"Not bad, but sometimes it doesn't sync correctly. It'll tell me that I've walked far less than I know that I have even with high accuracy. Lately the app seems slow and laggy, which may be the cause of this.",Performance
Seems to be good App. Accuracy of the measurements needs to be apprehended.,Usability
"I compared this app go S Health. This app doesn't keep an accurate step count. It was off as many as 2000 steps. It looks cool, but that's about it.",Performance
Ever since it updated it keeps on crashing on me,Performance
I loved this app and used it every day. However the latest update makes my weight a flat line because I am unable to zoom to see a range of 10 lbs. My husband is using 6.01 on a nexus5x and his works fine. I am using 6.0 on a LG v10 and mine sucks. Please look into services that run your app on multiple devices. This is really annoying.,Usability
"Wish that it would have logged in all my tracking info from my watch automatically, but it didn't. When it does it gets all five stars.",Performance
I like this app but it has stopped syncing with my fitness pal. Kind of disappointing,Performance
I like this app but it has stopped syncing with my fitness pal. Kind of disappointing,Usability
"My activity on Google Fit will only sync with activity Club if I sync the mymap apps to Google Fit, if I just let Google fit on its own track my movements it does not sync to activity Club",Usability
"Not Happy... Ever since this update, I can not select Fit as my default app for Runs, Walks or Cycling. The only option it give me now, since the update, the phones default app on the LG G3. Fix one thing, bringing back the watch faces, to loosing other things, like setting as default on watch. PLEASE BRING THE SELECTABLITY BACK...",Usability
"Lately it's been syncing really really slow, It takes forever. I usually have to readjust my time about once a month. Don't go soft on us, you are literally one of the very few programs that not only work, but are affordable, dependable & it looks like a watch! So I don't get asked those annoying &quot;do you work out?&quot; questions.",Performance
Its great just hope the reading is accurate,Usability
"I use this app daily and whilst it isn't perfect, it does a decent job of tracking my exercise without having to start and stop it all the time like most fitness apps.",Usability
Don't use and can't uninstall or disable. Bloatware.,Usability
"Not very user friendly, could use a nice material design overhaul.. works and is pretty accurate so it's still a 4 star app",Usability
"What is with the ongoing notification? If that isn't removed quickly, I'm uninstalling the app.",Usability
"The previous version was great, I'm using the google fit watch face on my Smartwatch 3, and it got updated as it should. With the latest version, updates on my smartwatch stopped, the battery consumption on the smartwatch went crazy, and for some reason google fit will only accept a daily activity goal in time, not in steps as I want it to. The short version: The latest version is crap, its actually completely useless.",Performance
"I love everything that Google produces and releases but this felt inferior to everything else out there and didn't feel accurate. The interface was annoying to me, but that's just my opinion. I felt restricted, there just wasn't enough freedom.",Usability
"Utterly disappointed with this app. When i first started to use with my gear fit you could see hourly how many steps you've taken, now its just a graph with a total. Previously you could track your sleep cycle, now it just records what time you went to sleep and woke up so pretty useless.",Usability
When I take it off the charger of a morning it has already logged 2000 to 3000 steps. Just lying still on the table. Not in any way accurate!,Performance
"I'm sorry, why does withings need access to my pictures? Yeah, no.",Security
"It deserves 5 stars, but Widget is too large and only showing steps, it needs to have 1x1 widget",Usability
"It deserves 5 stars, but Widget is too large and only showing steps, it needs to have 1x1 widget",Usability
Omg What a slow speed app,Performance
Omg What a slow speed app,Performance
showing perfect steps and running I didnt ran today but app showing 2km run,Performance
Suddenly after software update there is an error poped up stating due to new security policy app cannot be opened. Disappointing,Security
Suddenly after software update there is an error poped up stating due to new security policy app cannot be opened. Disappointing,Security
App is good but only when you are on data connection if you have a wifi connection then its no use as it stops utilizing your location nd even stop doing the announcement that it usually does..so kindly solve this issue ASAP,Performance
Is it me or is there a problem with they WiFi connection? It's also giving me issues with the location,Performance
I had a full day today and this app is showing 0 steps =(,Performance
Stupid app won't even track my heart rate..,Performance
Can't open the app,Usability
Can't open the app,Usability
If there is a bad choice then you can count on Samsung to pick it. Under Oreo notifications are not clearable so they just clutter your notification and status bar and contrary the email listed in the Google store doesn't go to customer service etc to report bugs. Another poor decision.,Usability
Don't miss out on the advice this app contains. The advice will expend your mind.,Usability
What has happened to the weight graph. My weight on the dashboard is correct but the graph shows I only weigh 11lbs. Please fix asap.,Usability
"SUX! Far too complex while failing at the simplest function, that being pedometer.",Usability
"SUX! Far too complex while failing at the simplest function, that being pedometer.",Usability
Can someone please help WS50 does this automatically update the app with the scales data....which is the point of why I bought the blutooth scsles in the 1st place....Online help is hopeless in reaping throught heaps of stuff that gets you nowhere. Took over 45 mins to finally get to find Samsung S5 yet found PC straight away and tirned phone on and off twice....was about to throw both on bin. Hence why 1 star....,Usability
"They are making some strides :). Though, I do still think their algorithm needs improvement.",Performance
"They are making some strides :). Though, I do still think their algorithm needs improvement.",Performance
"Setting watch alarms isn't very intuitive though, I had to look online to find out how where it was in the app.",Usability
"Setting watch alarms isn't very intuitive though, I had to look online to find out how where it was in the app.",Usability
"Sync issues are resolving, still some issues with the wearable aspect, but mostly minor annoyances at this point, no more game breaking bugs. Has come a very long way, but needs a lot of work, I have great hopes for Fit on Android Wear 2.0. However, MAKE THE NOTIFICATION TO TURN ON ACTIVITY DETECTION DISMISSABLE! I use MapMy{activity}, not google fit to record workouts. This ugly obtrusive notification ruins the visual appeal of fit, and is NOT material style. - **",Usability
The app is great with the exercise and all. I have hypotension my blood pressure is always low and I'm taking meds. But this app is showing that i have a normal but a bit high bp... The bp measurement is not that accurate but still a great app to look for exercise tips.. ?,Performance
"Must have phone moving while walking, can't be using it for other things. It now tells me &quot;&quot;Sign in failed' Error signing in the specified account. Please choose a different account.&quot; I don't have a different account. All steps for today are now gone",Performance
Crashes all the time,Performance
I subscribed to this magazine because I thought I would get the iPad version with my subscription. I did not. I will not pay additional cash to get the same mag. What is with this?????,Usability
"It's a great app, but doesn't work in my cellphone.",Usability
"It's a great app, but doesn't work in my cellphone.",Usability
"Very disappointing support, i've a yearly subscription and cannot download March 2012 edition. Apple and WHM supports ping pong the issue instead of fixing it. After 8 e-mails they don't even reply except one line ""contact the other support"", what a real shame!",Usability
"This previous version of Google Fit was simple and accurate. After Google made updates about 6 months ago in 2016, the design became overly complicated and fails to record a lot of my activity. What happened?",Usability
It's awesome but I would like to record Weight lifting as a workout rather than tracking every exercise separately. ?,Usability
Simple and easy to use,Usability
It's awesome,Usability
Doesn't sync with my LG Sorts watch,Usability
Doesn't sync with my LG Sorts watch,Performance
I'm a novice so I could be bias,Usability
Total calories in the Activity page are almost 400 calories lower than in all the partner apps and in the food allowance page in the same app.... It's a great app with loads of features but this incorrect 'total calories' is what syncs with apps like my fitness pal so makes it almost unusable for any sort of calorie based weightloss programme! It would be 4/5 stars if this was fixed!,Usability
It drained my battery using the GPS.,Performance
"Great app. I use it everyday. I was able to connect my Water reminder app with this. Not sure if the update is to blame, but I can't search new food without entering manually or notify the app team. Please Fix!",Usability
Horrible thing .I can use the phone any longer. I can't watch enything . I don't know that to do.HELP.,Usability
Can someone tell me why this app that I didn't want keeps installing itself on my phone? I deleted it and it appears again a day later. It won't allow me to use my phone until I accept use conditions?? If I wanted this app I would have downloaded it myself. Samsung is now creating malware as far as I can make out..,Security
Where is the SpO2 option. Not finding it anywhere.,Usability
Where is the SpO2 option. Not finding it anywhere.,Usability
Where is the SpO2 option. Not finding it anywhere.,Usability
Where is the SpO2 option. Not finding it anywhere.,Usability
Seriously not up to Google Par!! Can't record routes. Should be able to create a route using maps and upload so fit guides you. Can't share routes or accomplishments/results.,Usability
It adds steps even when I'm just sitting doing nothing! Not helpful when trying to keep track of daily steps at all.,Usability
It adds steps even when I'm just sitting doing nothing! Not helpful when trying to keep track of daily steps at all.,Usability
Updated and stopped recording steps so now useless,Usability
"Does simply not work, crashes right after launch.",Performance
"I wasn't aware the company had been taken over until my app auto update to this. Not sure what right Nokia have in replacing the existing app for the product I purchased with there own broad heath app. This should of been an optional app and existing left alone. The Nokia app awful, less functions, the functions that are there don't work correctly. The UI is awful, no idea what there thinking.",Usability
Latest update kills my phone's performance every time I open it. I had to revert back to the originally installed version to alleviate this issue. Please fix latest version. Galaxy S7 + Gear Fit 2 up to date.,Performance
The withings app was perfect. The new app sucks. The layout is terrible. I wish I could revert to the old app,Usability
The withings app was perfect. The new app sucks. The layout is terrible. I wish I could revert to the old app,Usability
I use the app mainly to keep track of my day to day activities it works well. Since last update however there is a link to sync which is for me unclickable don't know why but it's there,Usability
"doesn't work on lenovo p2 for me, shows zero steps/distances",Usability
Great app,Security
The heart rate monitor didn't work accurately on my s7,Performance
Hate it ... wish I had MyTracks back ... this is not user friendly,Usability
Hate it ... wish I had MyTracks back ... this is not user friendly,Usability
(Can't open the app in rooted devices due to new security policy) My phone is not rooted and please give me a reply how to fix it..,Security
(Can't open the app in rooted devices due to new security policy) My phone is not rooted and please give me a reply how to fix it..,Security
Edit: Not based in the US so won't call - have emailed two customer support addresses including your developer email below who apparently can't help. Was great until the food database changed to UK from Australia. No reason for the change and now no one can help. Redundant app,Usability
Because of a new security policy .... i hate u samsung ?,Security
Why can't I at least disable it?!?! I hate bloatware taking up space on my phone.,Usability
Slow and lagging,Performance
Slow and lagging,Performance
"When it works, it seems to work well. It tracked my weekend walking reasonably accurately given I don't have high-accuracy mode turned on. Unfortunately it mistakes my morning motorcycle ride (which includes 40-60kph sections) as a run. It must think I'm a big cat chasing down a herd of buffalo. This makes the daily stats absolutely useless except on the rare days where I haven't used the bike/car. If it gets some logic to exclude trips where certain speeds have been reached then it might be useful.",Usability
What's gone wrong!!after the last update it's not recording after the first walk..get it sorted.,Usability
"Since the change from Withings, to this version.. I don't like the white background and the grey text is hard to read . The link the nutrition setup doesn't link. Blank screen.The web version is very limited . I like the program. Since the last update on 30th June the sleep data isn't working",Performance
Can not get my sumsung live gear to sink up,Usability
You upgraded this app without my permission I was using Nokia just fine. The new app which I have uninstalled several times sucks .does not tell me how far I have walked in a day. Killometers or miles. And is too faint too read. I'm thinking of just giving it op,Performance
QA and PM of this app should be replaced.,Usability
"Love the app, but the features for measuring vitals never give me a completed result. It just keeps &quot;reading.&quot;",Performance
"Great app, yet battery drains quickly",Performance
"Great app, yet battery drains quickly",Performance
Last update is lil bit laggings and slow.... but the update is awesome....,Performance
"This app is not showing accurate information, even though high accuracy option is turned on. Disappointed.",Performance
Can't delete previously downloaded magazines. Can't delete sections. Doomed to have the magazines waste space on my iPad.,Usability
It's great but there is always an issue with syncing data with the server,Performance
Great but unsure how to.connect to non Samsung smart watch,Usability
"Overall it's a pretty great app but the latest version doesn't let me disable activity tracking on my phone, I have the gear S2 for that, and it's draining my phone battery at an incredible rate. Hoping for an update soon with a fix.",Performance
No previous data and no cal burn. What the hell,Performance
"I cannot connect this thing to my watch despite the instructions I had to set up, which didn't even work for my J7 Prime phone and my gear fit 2. No clear instructions on how to set things up.",Usability
"Latest update is a pure flop. I have to MANUALLY add my trainings now! It ignores me marking the training on my Steel HR. All types of very different data (I own scales as well) look the same now. Hard to distinguish anything. Instead of improving Steel HR for example to receive selected push notifications, Nokia brought alien iOS design (what's wrong with Google's material design?) and took away from me some critical functionality. Who cares about your brand, Nokia, if you make it worse not better?",Usability
Might be useful or right info.. but not at the cost of annoying someone with irrelevant ads (U'll hate to the core) from this category of highly useful app. This should be improved.,Usability
Good,Performance
it's real blood pressure checker.it's useful and u can use it anywhere.i like it.easy to use.but something can' understand how to use.,Security
it's real blood pressure checker.it's useful and u can use it anywhere.i like it.easy to use.but something can' understand how to use.,Usability
it's real blood pressure checker.it's useful and u can use it anywhere.i like it.easy to use.but something can' understand how to use.,Usability
it's real blood pressure checker.it's useful and u can use it anywhere.i like it.easy to use.but something can' understand how to use.,Usability
Used to be good. Inaccurate step count is the biggest issue.,Performance
"Really good app, though can't understand why the android version doesn't tell you what badge is coming up next on the step counter like the apple version",Usability
An app that I don't need or want and can't be uninstalled.,Usability
An app that I don't need or want and can't be uninstalled.,Usability
Doesn't consistently sync with connected apps. Very frustrating.,Usability
I have a Gear S3 and used this on my Sony Xperia Z2. Was one of the worst Apps for eating my phone battery .... so I removed it !!! Plus my Gear S3 battery life improved after that too.,Performance
Still embarrassingly slowly to load.,Performance
Still embarrassingly slowly to load.,Performance
Still embarrassingly slowly to load.,Performance
Still embarrassingly slowly to load.,Performance
Why does this crap come installed on the phone? I use a different health app that actually works and I can't even uninstall this app. Waste of space.,Usability
There needs to be a setting or option for people who work 3rd shift. I am an EMT and work 3rds. It's very difficult to add dinner when your dinner is 1am. It's also hard to add sleep when you sleep in the middle of the day.,Usability
One day it works and the other day it does not. Tried re installing the app and still can't get through the first page.. this sucks..,Usability
Crashes all the time,Performance
Crashes all the time,Performance
"Good if social angle is added e.g. show people cycling on the same route, add route wise speed and distance rankings...",Usability
"How come the units of height and weight are fixed on lb and ft only? I dont use this units and i have to set my height and weight according to them when making my account, and after changing the units i couldnt update my height and weight, epic fail actually",Usability
Was really good at telling me how much calories I use but now it stops tracking for some days. So annoying. Unreliable. It's a Good idea but has declined in performance for a while.,Performance
Full of ads and that is a problem....but everything else is very great indeed.?,Usability
Full of ads and that is a problem....but everything else is very great indeed.?,Usability
Its good but the only problem is that the gps works slow,Performance
Its good but the only problem is that the gps works slow,Performance
It's nice app but it drains a lot of battery according to my Battery Usage.,Usability
I want to be able to measure blood pressure.,Usability
Hey.. This app is not working in my S6 Edge . Would you please help me? ?,Usability
Hey.. This app is not working in my S6 Edge . Would you please help me? ?,Performance
IT won't allow to move from internal storage to sd card,Performance
IT won't allow to move from internal storage to sd card,Performance
"More info about the run, average pace thru different stages etc.",Usability
Arbitrary 7 day cut offs for friends challenges are really annoying.,Usability
Arbitrary 7 day cut offs for friends challenges are really annoying.,Usability
"Doesn't open, I see the initial green front page and then it close. It would be nice to use it with my Samsung Gear 3, the only reason I bought it. I think this has happened after an update as I was avle to sign in the first time. But, now it's dead So, the best answer from Samsung is to call them ? Seriously ? I don't wanna spend the time and money calling a support team which can't help. Where is the help desk located? Manila ?",Performance
It's a great app really love to use this app this is my one of the best app of my daily use I am using it on my mi note 4 but each time I have to start the app to count the steps plz fix that issue otherwise the app is toooooo good 5 star .....,Usability
A bit lagging but ok.,Usability
Heavy battery drain.,Performance
Heavy battery drain.,Performance
Why would it need Location history or WiFi scanning to log my activity like cycling? Location itself is enough I feel,Usability
", , dA bit unstable, the alarm only goes off once in a while, yesterday, apparently, I slept over 14 hours, even though wearing the watch all the time. Great promise but crappy software.",Usability
I'm no expert in app making but surely this has to be as simple as they come it's data put into a chart with a Bluetooth connection to a device ie scale. This is the worst body weight app I've ever used. Don't try to make it complicated just make an app that works try looking at the Libra app for inspiration,Usability
Don't want or need this. Why is it on my phone?,Usability
I like this app but the battery drain is shocking absolutely kills my battery.,Performance
I like this app but the battery drain is shocking absolutely kills my battery.,Performance
"Having this app installed drains my battery, even when I disabled step tracking. It incorrectly showed dietary data from My Fitness Pal and I felt the calories it assigned to walking were way too high.",Performance
"It used to give a nice, unique goal achieved reward cheer. Now it uses the boring general alerts. I am looking for another app and not happy that I can't uninstall this one. :-(",Usability
"The app will notify when I reach my goal, but it say something different and hour later.",Usability
"The app will notify when I reach my goal, but it say something different and hour later.",Performance
The new app is far too minimalistic with lots of empty space and you now have to scroll and change tabs a lot more to see all your statistics. The old app had a far better layout and didn't really need improving.,Usability
The new app is far too minimalistic with lots of empty space and you now have to scroll and change tabs a lot more to see all your statistics. The old app had a far better layout and didn't really need improving.,Usability
Runs in background and kills my battery. Also a lot of functions are missing since Nokia bought Withings. Not sure if I will buy there gadgets again.,Usability
Runs in background and kills my battery. Also a lot of functions are missing since Nokia bought Withings. Not sure if I will buy there gadgets again.,Performance
"Just uninstalled, as it was causing Google Play Services to keep my phone running at a higher CPU setting, keeping it active, and draining the battery. The app itself is okay, but hampered by a lack of support from device makers.",Performance
"Just uninstalled, as it was causing Google Play Services to keep my phone running at a higher CPU setting, keeping it active, and draining the battery. The app itself is okay, but hampered by a lack of support from device makers.",Performance
